,Unnamed: 0,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Type
9671,4367,6.5,0.46,0.31,5.0,0.027,15.0,72.0,0.99165,3.26,0.6,11.5,7,White Wine
9674,3410,7.2,0.49,0.24,2.2,0.07,5.0,36.0,0.996,3.33,0.48,9.4,5,Red Wine
9682,2899,7.1,0.3,0.46,1.5,0.066,29.0,133.0,0.9906,3.12,0.54,12.7,6,White Wine
9684,3842,5.9,0.26,0.25,12.5,0.034,38.0,152.0,0.9977,3.33,0.43,9.4,5,White Wine
9688,916,5.2,0.405,0.15,1.45,0.038,10.0,44.0,0.99125,3.52,0.4,11.6,4,White Wine
9689,4490,6.9,0.15,0.28,4.4,0.029,14.0,107.0,0.99347,3.24,0.46,10.4,8,White Wine
9692,4017,6.2,0.3,0.32,1.2,0.052,32.0,185.0,0.99266,3.28,0.44,10.1,5,White Wine
9694,6468,6.6,0.28,0.41,7.0,0.046,59.0,194.0,0.99558,3.14,0.48,9.4,5,White Wine
9702,747,8.7,0.3,0.34,4.8,0.018,23.0,127.0,0.99474,3.12,0.49,11.2,7,White Wine
9704,1336,7.6,0.39,0.22,2.8,0.036,19.0,113.0,0.9926,3.03,0.29,10.2,5,White Wine
9710,3844,7.0,0.36,0.25,5.7,0.015,14.0,73.0,0.98963,2.82,0.59,13.2,6,White Wine
9714,2293,8.0,0.25,0.27,9.7,0.036,15.0,85.0,0.99406,2.99,0.36,11.2,6,White Wine
9718,3766,8.3,0.54,0.28,1.9,0.077,11.0,40.0,0.9978,3.39,0.61,10.0,6,Red Wine
9731,5601,6.8,0.31,0.09,1.4,0.04,56.0,145.0,0.9922,3.19,0.46,10.0,5,White Wine
9742,866,6.7,0.21,0.37,2.5,0.034,35.0,89.0,0.9913,3.25,0.5,11.0,7,White Wine
9743,6030,5.9,0.17,0.28,0.7,0.027,5.0,28.0,0.98985,3.13,0.32,10.6,5,White Wine
9754,4512,6.4,0.145,0.49,5.4,0.048,54.0,164.0,0.9946,3.56,0.44,10.8,6,White Wine
9757,388,8.5,0.28,0.34,13.8,0.041,32.0,161.0,0.9981,3.13,0.4,9.9,6,White Wine
9759,1189,6.6,0.21,0.49,18.15,0.042,41.0,158.0,0.9997,3.28,0.39,8.7,6,White Wine
9769,1065,6.6,0.21,0.3,9.9,0.041,64.0,174.0,0.995,3.07,0.5,10.1,6,White Wine
9771,6258,7.2,0.17,0.37,6.9,0.059,47.0,128.0,0.99322,3.08,0.46,11.0,7,White Wine
9772,3443,6.4,0.16,0.28,2.2,0.042,33.0,93.0,0.9914,3.31,0.43,11.1,6,White Wine
9780,137,8.3,0.16,0.37,7.9,0.025,38.0,107.0,0.99306,2.93,0.37,11.9,6,White Wine
9781,2453,6.9,0.31,0.33,12.7,0.038,33.0,116.0,0.9954,3.04,0.65,10.4,6,White Wine
9789,1456,6.2,0.29,0.26,13.1,0.046,55.0,204.0,0.99745,3.16,0.41,9.6,6,White Wine
9795,4656,7.2,0.19,0.31,1.4,0.046,37.0,135.0,0.9939,3.34,0.57,10.2,7,White Wine
9797,1332,7.3,0.3,0.33,2.3,0.043,28.0,125.0,0.99084,3.34,0.44,12.6,7,White Wine
9809,6296,6.8,0.26,0.34,13.9,0.034,39.0,134.0,0.9949,3.33,0.53,12.0,6,White Wine
9816,6491,6.9,0.19,0.35,13.5,0.038,49.0,118.0,0.99546,3.0,0.63,10.7,6,White Wine
9817,4400,7.3,0.49,0.1,2.6,0.068,4.0,14.0,0.99562,3.3,0.47,10.5,5,Red Wine
9818,831,6.2,0.1,0.41,1.0,0.04,17.0,76.0,0.98988,3.14,0.56,11.4,7,White Wine
9819,3348,6.7,0.25,0.26,13.5,0.06,50.0,156.0,0.99784,3.39,0.46,9.9,6,White Wine
9824,2189,6.8,0.23,0.33,1.9,0.047,20.0,101.0,0.9914,3.1,0.46,11.1,6,White Wine
9836,2939,8.5,0.22,0.34,0.7,0.04,5.0,25.0,0.9918,3.04,0.37,10.5,4,White Wine
9848,4348,6.3,0.34,0.33,4.6,0.034,19.0,80.0,0.9917,3.38,0.58,12.0,7,White Wine
9850,5716,6.4,0.16,0.44,1.2,0.051,39.0,122.0,0.99058,3.11,0.75,11.3,7,White Wine
9852,6433,6.8,0.19,0.34,1.9,0.04,41.0,108.0,0.99,3.25,0.45,12.9,6,White Wine
9867,5582,6.7,0.18,0.37,1.3,0.027,42.0,125.0,0.98939,3.24,0.37,12.8,7,White Wine
9879,1831,7.7,0.26,0.31,1.3,0.043,47.0,155.0,0.9937,3.42,0.5,10.1,6,White Wine
9894,2268,6.0,0.34,0.32,3.8,0.044,13.0,116.0,0.99108,3.39,0.44,11.8,7,White Wine
9909,4434,4.8,0.21,0.21,10.2,0.037,17.0,112.0,0.99324,3.66,0.48,12.2,7,White Wine
9910,1044,5.5,0.21,0.25,1.2,0.04,18.0,75.0,0.99006,3.31,0.56,11.3,6,White Wine
9913,1804,8.8,0.39,0.34,5.9,0.055,33.0,128.0,0.9927,2.95,0.51,11.8,6,White Wine
9915,2434,9.6,0.33,0.52,2.2,0.074,13.0,25.0,0.99509,3.36,0.76,12.4,7,Red Wine
9927,1285,5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9,6,White Wine
9933,5378,7.8,0.28,0.34,1.6,0.028,32.0,118.0,0.9901,3.0,0.38,12.1,7,White Wine
9950,3464,6.4,0.38,0.19,4.5,0.038,36.0,119.0,0.99151,3.07,0.42,11.2,6,White Wine
9953,1123,6.5,0.33,0.32,1.0,0.041,39.0,120.0,0.99004,3.06,0.37,12.2,6,White Wine
9955,878,6.8,0.21,0.36,18.1,0.046,32.0,133.0,1.0,3.27,0.48,8.8,5,White Wine
9973,5915,7.6,0.17,0.46,0.9,0.036,63.0,147.0,0.99126,3.02,0.41,10.7,6,White Wine
9974,3986,5.6,0.35,0.37,1.0,0.038,6.0,72.0,0.9902,3.37,0.34,11.4,5,White Wine
9975,1141,6.4,0.105,0.29,1.1,0.035,44.0,140.0,0.99142,3.17,0.55,10.7,7,White Wine
9977,4986,7.5,0.43,0.3,2.2,0.062,6.0,12.0,0.99495,3.44,0.72,11.5,7,Red Wine
9995,3184,6.9,0.22,0.39,6.0,0.035,44.0,141.0,0.99123,3.11,0.33,12.5,6,White Wine
9996,4401,5.9,0.26,0.3,1.0,0.036,38.0,114.0,0.9928,3.58,0.48,9.4,5,White Wine
10000,2958,6.6,0.25,0.51,8.0,0.047,61.0,189.0,0.99604,3.22,0.49,9.2,5,White Wine
10006,6328,6.3,0.28,0.22,11.5,0.036,27.0,150.0,0.99445,3.0,0.33,10.6,6,White Wine
10009,667,7.1,0.09,0.3,6.2,0.032,24.0,134.0,0.993,2.99,0.39,10.9,6,White Wine
10015,3925,6.4,0.13,0.28,0.9,0.045,32.0,87.0,0.99175,3.47,0.52,11.2,6,White Wine
10023,5257,7.6,0.22,0.34,9.7,0.035,26.0,143.0,0.9965,3.08,0.49,9.8,6,White Wine
10027,3696,6.9,0.29,0.23,8.6,0.056,56.0,215.0,0.9967,3.17,0.44,8.8,5,White Wine
10028,1536,8.6,0.55,0.09,3.3,0.068,8.0,17.0,0.99735,3.23,0.44,10.0,5,Red Wine
10033,2853,6.2,0.3,0.17,2.8,0.04,24.0,125.0,0.9939,3.01,0.46,9.0,5,White Wine
10039,5762,6.8,0.29,0.22,3.4,0.035,40.0,122.0,0.99024,3.09,0.47,12.3,6,White Wine
10044,65,6.3,0.26,0.49,1.5,0.052,34.0,134.0,0.9924,2.99,0.61,9.8,6,White Wine
10047,6230,7.4,0.27,0.31,2.4,0.014,15.0,143.0,0.99094,3.03,0.65,12.0,4,White Wine
10050,38,6.7,0.36,0.28,8.3,0.034,29.0,81.0,0.99151,2.96,0.39,12.5,6,White Wine
10071,2036,8.5,0.34,0.4,4.7,0.055,3.0,9.0,0.99738,3.38,0.66,11.6,7,Red Wine
10074,1995,6.9,0.19,0.33,1.6,0.043,63.0,149.0,0.9925,3.44,0.52,10.8,5,White Wine
10082,3753,7.1,0.3,0.36,6.8,0.055,44.5,234.0,0.9972,3.49,0.64,10.2,6,White Wine
10092,4347,6.5,0.16,0.34,1.4,0.029,29.0,133.0,0.99108,3.33,0.64,11.5,7,White Wine
10094,3594,5.8,0.29,0.33,3.7,0.029,30.0,88.0,0.98994,3.25,0.42,12.3,6,White Wine
10107,1644,5.8,0.19,0.33,4.2,0.038,49.0,133.0,0.99107,3.16,0.42,11.3,7,White Wine
10108,1247,8.2,0.42,0.29,4.1,0.03,31.0,100.0,0.9911,3.0,0.32,12.8,7,White Wine
10109,5976,5.8,0.25,0.28,11.1,0.056,45.0,175.0,0.99755,3.42,0.43,9.5,5,White Wine
10116,5561,9.4,0.41,0.48,4.6,0.072,10.0,20.0,0.9973,3.34,0.79,12.2,7,Red Wine
10122,3656,6.6,0.5,0.26,11.3,0.029,32.0,110.0,0.99302,3.27,0.78,12.9,8,White Wine
10135,456,6.7,0.39,0.24,2.7,0.017,22.0,80.0,0.99084,3.03,0.37,11.5,5,White Wine
10152,5296,6.6,0.16,0.35,1.8,0.042,26.0,105.0,0.98962,3.19,0.75,12.4,7,White Wine
10171,6098,6.4,0.15,0.4,1.5,0.042,23.0,87.0,0.98972,3.11,0.46,12.2,7,White Wine
10172,771,5.8,0.2,0.27,1.4,0.031,12.0,77.0,0.9905,3.25,0.36,10.9,7,White Wine
10177,263,6.9,0.15,0.29,2.3,0.033,14.0,82.0,0.99132,3.1,0.58,11.2,7,White Wine
10180,5148,6.6,0.25,0.3,14.4,0.052,40.0,183.0,0.998,3.02,0.5,9.1,6,White Wine
10184,4585,7.3,0.43,0.37,4.6,0.028,17.0,114.0,0.991,3.23,0.43,13.2,6,White Wine
10191,1422,6.3,0.23,0.21,5.1,0.035,29.0,142.0,0.9942,3.36,0.33,10.1,7,White Wine
10196,5644,5.9,0.24,0.26,12.3,0.053,34.0,134.0,0.9972,3.34,0.45,9.5,6,White Wine
10208,1900,6.0,0.26,0.5,2.2,0.048,59.0,153.0,0.9928,3.08,0.61,9.8,5,White Wine
10220,2075,6.9,0.21,0.33,1.8,0.034,48.0,136.0,0.9899,3.25,0.41,12.6,7,White Wine
10224,2872,6.7,0.3,0.5,12.1,0.045,38.0,127.0,0.9974,3.04,0.53,8.9,6,White Wine
10225,5452,7.0,0.21,0.31,6.0,0.046,29.0,108.0,0.9939,3.26,0.5,10.8,6,White Wine
10243,4238,6.9,0.25,0.47,8.4,0.042,36.0,156.0,0.99604,3.15,0.55,9.4,6,White Wine
10256,5585,6.6,0.23,0.37,8.5,0.036,46.0,153.0,0.99576,3.2,0.48,9.4,6,White Wine
10264,6134,7.0,0.31,0.26,7.4,0.069,28.0,160.0,0.9954,3.13,0.46,9.8,6,White Wine
10286,1833,7.0,0.23,0.28,2.7,0.053,16.0,92.0,0.99372,3.18,0.56,9.3,5,White Wine
10289,2972,6.2,0.21,0.29,1.6,0.039,24.0,92.0,0.99114,3.27,0.5,11.2,6,White Wine
10290,6290,7.7,0.39,0.34,10.0,0.056,35.0,178.0,0.9974,3.26,0.6,10.2,5,White Wine
10293,3910,7.7,0.275,0.3,1.0,0.039,19.0,75.0,0.992,3.01,0.56,10.7,5,White Wine
10301,342,5.7,0.2,0.24,13.8,0.047,44.0,112.0,0.99837,2.97,0.66,8.8,6,White Wine
10302,2623,7.9,0.28,0.32,3.6,0.038,9.0,76.0,0.992,3.05,0.31,11.7,4,White Wine
10310,394,8.5,0.4,0.4,6.3,0.05,3.0,10.0,0.99566,3.28,0.56,12.0,4,Red Wine
10312,2890,6.1,0.17,0.27,1.5,0.056,45.0,135.0,0.9924,3.2,0.43,10.2,6,White Wine
10321,5788,7.5,0.18,0.31,6.5,0.029,53.0,160.0,0.99276,3.03,0.38,10.9,6,White Wine
10345,5579,6.8,0.21,0.31,2.9,0.046,40.0,121.0,0.9913,3.07,0.65,10.9,7,White Wine
10347,5961,7.8,0.59,0.33,2.0,0.074,24.0,120.0,0.9968,3.25,0.54,9.4,5,Red Wine
10348,3981,5.8,0.33,0.23,5.0,0.053,29.0,106.0,0.99458,3.13,0.52,9.0,5,White Wine
10356,6053,8.1,0.4,0.32,7.9,0.031,23.0,118.0,0.99176,3.05,0.46,13.3,7,White Wine
10358,4858,7.3,0.17,0.23,6.3,0.051,35.0,240.0,0.9963,3.36,0.54,10.0,6,White Wine
10363,1203,6.8,0.32,0.34,1.2,0.044,14.0,67.0,0.9919,3.05,0.47,10.6,4,White Wine
10364,1398,6.5,0.23,0.39,1.9,0.036,41.0,98.0,0.99,3.19,0.43,11.9,7,White Wine
10366,4170,6.2,0.18,0.38,1.5,0.028,36.0,117.0,0.993,3.47,0.54,9.7,6,White Wine
10374,4088,7.4,0.27,0.28,1.8,0.04,45.0,121.0,0.99043,3.02,0.4,11.9,5,White Wine
10402,5964,5.9,0.445,0.26,1.4,0.027,23.0,109.0,0.99148,3.3,0.36,10.5,6,White Wine
10405,4697,8.1,0.33,0.22,5.2,0.047,24.0,151.0,0.99527,3.22,0.47,10.3,5,White Wine
10436,2580,6.8,0.23,0.29,15.4,0.073,56.0,173.0,0.9984,3.06,0.41,8.7,6,White Wine
10439,1887,7.7,0.23,0.31,10.7,0.038,59.0,186.0,0.9969,3.12,0.55,9.5,6,White Wine
10440,5158,6.1,0.28,0.27,4.7,0.03,56.0,140.0,0.99042,3.16,0.42,12.5,8,White Wine
10444,1213,5.7,0.31,0.29,7.3,0.05,33.0,143.0,0.99332,3.31,0.5,11.0666666666667,6,White Wine
10448,4732,7.0,0.3,0.51,13.6,0.05,40.0,168.0,0.9976,3.07,0.52,9.6,7,White Wine
10451,5221,7.7,0.28,0.24,2.4,0.044,29.0,157.0,0.99312,3.27,0.56,10.6,6,White Wine
10459,5894,7.9,0.255,0.26,2.0,0.026,40.0,190.0,0.9932,3.04,0.39,11.2,6,White Wine
10461,3327,6.5,0.425,0.4,13.1,0.038,59.0,241.0,0.9979,3.23,0.57,9.0,5,White Wine
10462,15,6.7,0.28,0.34,8.9,0.048,32.0,111.0,0.99455,3.25,0.54,11.0,7,White Wine
10463,1380,8.0,0.57,0.23,3.2,0.073,17.0,119.0,0.99675,3.26,0.57,9.3,5,Red Wine
10468,6106,5.9,0.55,0.1,2.2,0.062,39.0,51.0,0.99512,3.52,0.76,11.2,6,Red Wine
10489,2933,8.9,0.24,0.39,1.6,0.074,3.0,10.0,0.99698,3.12,0.59,9.5,6,Red Wine
10498,6041,6.9,0.2,0.36,1.5,0.031,38.0,147.0,0.9931,3.35,0.56,11.0,6,White Wine
10501,3655,8.2,0.31,0.4,2.2,0.0579999999999999,6.0,10.0,0.99536,3.31,0.68,11.2,7,Red Wine
10510,1893,7.8,0.27,0.33,2.4,0.053,36.0,175.0,0.992,3.2,0.55,11.0,6,White Wine
10515,4543,6.4,0.34,0.23,6.3,0.039,37.0,143.0,0.9944,3.19,0.65,10.0,6,White Wine
10518,5138,6.2,0.25,0.38,7.9,0.045,54.0,208.0,0.99572,3.17,0.46,9.1,5,White Wine
10520,2183,6.8,0.27,0.3,13.0,0.047,69.0,160.0,0.99705,3.16,0.5,9.6,6,White Wine
10547,3724,9.2,0.18,0.49,1.5,0.041,39.0,130.0,0.9945,3.04,0.49,9.8,7,White Wine
10548,3220,6.2,0.25,0.28,8.5,0.035,28.0,108.0,0.99486,3.4,0.42,10.4,6,White Wine
10554,2032,5.9,0.32,0.26,1.5,0.057,17.0,141.0,0.9917,3.24,0.36,10.7,5,White Wine
10591,2667,7.2,0.37,0.15,2.0,0.029,27.0,87.0,0.9903,3.3,0.59,12.6,7,White Wine
10596,1577,7.4,0.19,0.3,12.8,0.053,48.5,212.0,0.9986,3.14,0.49,9.1,7,White Wine
10601,3482,6.8,0.25,0.34,4.7,0.031,34.0,134.0,0.9927,3.21,0.38,10.6,6,White Wine
10611,5366,6.9,0.3,0.21,15.7,0.056,49.0,159.0,0.99827,3.11,0.48,9.0,5,White Wine
10612,737,8.8,0.46,0.45,2.6,0.065,7.0,18.0,0.9947,3.32,0.79,14.0,6,Red Wine
10616,1835,7.6,0.18,0.28,7.1,0.041,29.0,110.0,0.99652,3.2,0.42,9.2,6,White Wine
10619,3124,7.3,0.33,0.4,6.85,0.038,32.0,138.0,0.992,3.03,0.3,11.9,7,White Wine
10621,4100,8.3,0.49,0.23,6.65,0.034,6.0,158.0,0.99344,3.05,0.48,11.2,5,White Wine
10646,2921,6.1,0.4,0.16,1.8,0.069,11.0,25.0,0.9955,3.42,0.74,10.1,7,Red Wine
10647,2357,7.0,0.24,0.35,1.5,0.052,51.0,128.0,0.9941,3.41,0.59,10.4,7,White Wine
10650,3896,7.3,0.25,0.29,7.5,0.049,38.0,158.0,0.9965,3.43,0.38,9.6,5,White Wine
10656,735,6.2,0.36,0.14,8.9,0.036,38.0,155.0,0.99622,3.27,0.5,9.4,5,White Wine
10657,4320,6.3,0.27,0.38,0.9,0.051,7.0,140.0,0.9926,3.45,0.5,10.5,7,White Wine
10659,3304,7.8,0.26,0.31,3.6,0.025,22.0,100.0,0.99066,2.99,0.47,12.1,7,White Wine
10667,5198,7.2,0.53,0.14,2.1,0.064,15.0,29.0,0.99323,3.35,0.61,12.1,6,Red Wine
10670,4426,7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,8,White Wine
10671,3518,6.0,0.4,0.3,1.6,0.047,30.0,117.0,0.9931,3.17,0.48,10.1,6,White Wine
10674,3583,6.6,0.24,0.38,12.75,0.034,8.0,74.0,0.99386,3.1,0.57,12.9,6,White Wine
10695,1255,6.4,0.18,0.32,9.6,0.052,24.0,90.0,0.9963,3.35,0.49,9.4,6,White Wine
10701,2962,7.1,0.29,0.34,7.8,0.036,49.0,128.0,0.99397,3.21,0.4,10.7,6,White Wine
10705,3519,6.9,0.17,0.3,2.0,0.047,13.0,117.0,0.99152,3.16,0.51,11.6,6,White Wine
10717,5923,6.8,0.25,0.3,11.8,0.043,53.0,133.0,0.99524,3.03,0.58,10.4,6,White Wine
10737,704,6.4,0.5,0.2,2.4,0.059,19.0,112.0,0.99314,3.18,0.4,9.2,6,White Wine
10741,2967,7.4,0.32,0.22,1.7,0.051,50.0,179.0,0.9955,3.28,0.69,8.9,5,White Wine
10748,4477,7.0,0.35,0.24,1.9,0.04,21.0,144.0,0.9923,3.35,0.38,11.0,5,White Wine
10753,2731,7.9,0.37,0.31,2.85,0.037,5.0,24.0,0.9911,3.19,0.36,11.9,6,White Wine
10765,1382,8.2,0.52,0.34,1.2,0.042,18.0,167.0,0.99366,3.24,0.39,10.6,5,White Wine
10779,1361,6.0,0.2,0.26,14.7,0.045,53.0,125.0,0.998365,2.99,0.69,9.4,6,White Wine
10804,4677,6.4,0.2,0.15,6.6,0.046,26.0,113.0,0.99408,2.99,0.58,9.9,6,White Wine
10807,2632,7.3,0.4,0.28,6.5,0.037,26.0,97.0,0.99148,3.16,0.58,12.6,7,White Wine
10826,4906,8.0,0.24,0.3,17.45,0.056,43.0,184.0,0.9997,3.05,0.5,9.2,6,White Wine
10835,4266,6.2,0.32,0.45,2.9,0.029,37.0,94.0,0.98998,3.25,0.6,12.4,6,White Wine
10844,6422,6.4,0.23,0.35,10.3,0.042,54.0,140.0,0.9967,3.23,0.47,9.2,5,White Wine
10857,410,7.3,0.19,0.25,1.4,0.051,41.0,107.0,0.99382,3.53,0.66,10.5,7,White Wine
10888,4140,6.7,0.21,0.48,14.8,0.05,31.0,195.0,0.99942,2.95,0.75,8.8,6,White Wine
10896,1041,7.4,0.21,0.27,7.3,0.031,41.0,144.0,0.9932,3.15,0.38,11.8,7,White Wine
10905,693,6.4,0.26,0.22,5.1,0.037,23.0,131.0,0.9944,3.29,0.32,10.1,5,White Wine
10910,4488,8.3,0.43,0.3,3.4,0.079,7.0,34.0,0.99788,3.36,0.61,10.5,5,Red Wine
10913,2735,6.9,0.26,0.27,4.2,0.031,20.0,80.0,0.99089,3.12,0.39,11.5,6,White Wine
10918,5091,8.4,0.2,0.27,6.3,0.048,30.0,143.0,0.9966,3.25,0.5,9.1,6,White Wine
10929,1132,7.0,0.17,0.42,1.0,0.075,19.0,71.0,0.99103,3.32,0.62,11.4,6,White Wine
10943,463,7.6,0.21,0.44,1.9,0.036,10.0,119.0,0.9913,3.01,0.7,12.8,6,White Wine
10945,5443,6.9,0.25,0.26,5.2,0.024,36.0,135.0,0.9948,3.16,0.72,10.7,7,White Wine
10950,5119,7.0,0.35,0.17,1.1,0.049,7.0,119.0,0.99297,3.13,0.36,9.7,6,White Wine
10966,36,6.4,0.32,0.27,4.9,0.034,18.0,122.0,0.9916,3.36,0.71,12.5,6,White Wine
10970,234,7.7,0.34,0.28,11.0,0.04,31.0,117.0,0.99815,3.27,0.29,9.2,6,White Wine
10974,224,7.1,0.44,0.27,8.4,0.057,60.0,160.0,0.99257,3.16,0.36,11.8,6,White Wine
10979,1151,6.3,0.43,0.32,8.8,0.042,18.0,106.0,0.99172,3.28,0.33,12.9,7,White Wine
10981,4665,7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,0.63,9.2,5,White Wine
11002,4779,8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,7,Red Wine
11003,5573,6.7,0.24,0.35,13.1,0.05,64.0,205.0,0.997,3.15,0.5,9.5,5,White Wine
11020,2661,6.2,0.31,0.26,4.8,0.037,36.0,148.0,0.9928,3.21,0.41,10.4,6,White Wine
11037,6163,7.3,0.23,0.37,1.8,0.032,60.0,156.0,0.992,3.11,0.35,11.1,6,White Wine
11041,5567,5.9,0.18,0.29,4.6,0.032,68.0,137.0,0.99159,3.21,0.38,11.3,6,White Wine
11056,1928,6.7,0.26,0.29,7.7,0.038,40.0,179.0,0.99479,3.23,0.56,10.4,6,White Wine
11062,202,7.4,0.18,0.3,10.4,0.045,44.0,174.0,0.9966,3.11,0.57,9.7,6,White Wine
11065,4340,7.1,0.18,0.36,1.4,0.043,31.0,87.0,0.9898,3.26,0.37,12.7,7,White Wine
11080,2412,6.0,0.42,0.19,2.0,0.075,22.0,47.0,0.99522,3.39,0.78,10.0,6,Red Wine
11086,2836,5.8,0.29,0.26,1.7,0.063,3.0,11.0,0.9915,3.39,0.54,13.5,6,Red Wine
11087,4527,6.5,0.26,0.31,3.6,0.03,36.0,92.0,0.99026,3.22,0.62,12.6,8,White Wine
11093,4772,8.2,0.57,0.26,2.2,0.06,28.0,65.0,0.9959,3.3,0.43,10.1,5,Red Wine
11099,2571,6.3,0.18,0.22,1.5,0.043,45.0,155.0,0.99238,3.19,0.48,10.2,5,White Wine
11105,5970,6.6,0.22,0.28,4.9,0.042,51.0,180.0,0.9952,3.3,0.75,9.5,6,White Wine
11108,1712,8.2,0.2,0.36,8.1,0.035,60.0,163.0,0.9952,3.05,0.3,10.3,6,White Wine
11113,390,7.4,0.31,0.26,8.6,0.048,47.0,206.0,0.9964,3.26,0.36,9.1,5,White Wine
11121,4344,6.4,0.25,0.32,5.5,0.049,41.0,176.0,0.995,3.19,0.68,9.2,6,White Wine
11130,683,6.5,0.23,0.36,16.3,0.038,43.0,133.0,0.99924,3.26,0.41,8.8,5,White Wine
11131,5341,5.9,0.28,0.39,1.4,0.031,47.0,147.0,0.98836,3.08,0.64,12.9,7,White Wine
11155,520,6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,3.08,0.46,8.8,6,White Wine
11160,5147,7.0,0.24,0.26,1.7,0.041,31.0,110.0,0.99142,3.2,0.53,11.0,6,White Wine
11163,244,6.5,0.19,0.26,5.2,0.04,31.0,140.0,0.995,3.26,0.68,9.5,6,White Wine
11167,4160,6.8,0.29,0.56,11.9,0.043,66.0,230.0,0.9972,3.02,0.63,9.3,5,White Wine
11173,1788,5.9,0.34,0.3,3.8,0.035,57.0,135.0,0.99016,3.09,0.34,12.0,6,White Wine
11177,3066,6.5,0.28,0.27,5.2,0.04,44.0,179.0,0.9948,3.19,0.69,9.4,6,White Wine
11185,1813,7.2,0.28,0.26,12.5,0.046,48.0,179.0,0.9975,3.1,0.52,9.0,6,White Wine
11200,5927,6.6,0.18,0.28,3.3,0.044,18.0,91.0,0.993,3.42,0.64,10.8,6,White Wine
11212,3320,6.8,0.23,0.48,1.5,0.036,35.0,165.0,0.99162,3.18,0.45,11.3,6,White Wine
11226,3743,6.6,0.16,0.32,1.4,0.035,49.0,186.0,0.9906,3.35,0.64,12.4,8,White Wine
11229,3101,7.9,0.22,0.45,14.2,0.038,53.0,141.0,0.9992,3.03,0.46,9.2,6,White Wine
11237,5602,7.1,0.31,0.25,11.2,0.048,32.0,136.0,0.99663,3.14,0.4,9.5,5,White Wine
11248,4581,7.0,0.27,0.32,6.8,0.047,47.0,193.0,0.9938,3.23,0.39,11.4,6,White Wine
11254,1946,8.0,0.3,0.36,11.0,0.034,8.0,70.0,0.99354,3.05,0.41,12.2,6,White Wine
11255,4008,6.2,0.28,0.27,10.3,0.03,26.0,108.0,0.99388,3.2,0.36,10.7,6,White Wine
11257,3431,5.2,0.25,0.23,1.4,0.047,20.0,77.0,0.99001,3.32,0.62,11.4,5,White Wine
11263,3073,7.8,0.27,0.28,1.8,0.05,21.0,127.0,0.9934,3.15,0.44,9.9,5,White Wine
11269,2131,6.3,0.28,0.34,8.1,0.038,44.0,129.0,0.99248,3.26,0.29,12.1,6,White Wine
11286,3381,8.0,0.55,0.17,8.2,0.04,13.0,60.0,0.9956,3.09,0.3,9.5,4,White Wine
11292,2350,5.6,0.31,0.37,1.4,0.074,12.0,96.0,0.9954,3.32,0.58,9.2,5,Red Wine
11294,5470,7.2,0.34,0.24,2.0,0.071,30.0,52.0,0.99576,3.44,0.58,10.1,5,Red Wine
11298,4761,7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,6,White Wine
11313,4654,7.9,0.2,0.39,1.0,0.041,37.0,154.0,0.99093,3.08,0.43,11.9,5,White Wine
11315,3149,7.0,0.28,0.26,1.7,0.042,34.0,130.0,0.9925,3.43,0.5,10.7,8,White Wine
11318,6413,6.9,0.39,0.4,4.6,0.022,5.0,19.0,0.9915,3.31,0.37,12.6,3,White Wine
11326,4556,7.3,0.28,0.42,1.2,0.033,29.0,142.0,0.99205,3.17,0.43,10.7,4,White Wine
11335,2847,7.4,0.3,0.22,1.4,0.046,16.0,135.0,0.9928,3.08,0.77,10.4,7,White Wine
11337,2315,5.1,0.29,0.28,8.3,0.026,27.0,107.0,0.99308,3.36,0.37,11.0,6,White Wine
11342,2103,8.2,0.23,0.42,1.9,0.069,9.0,17.0,0.99376,3.21,0.54,12.3,6,Red Wine
11370,4770,7.9,0.44,0.26,4.45,0.033,23.0,100.0,0.99117,3.17,0.52,12.7,6,White Wine
11376,4015,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,White Wine
11377,1294,8.0,0.27,0.24,1.2,0.044,20.0,102.0,0.9929,3.28,0.42,10.9,5,White Wine
11378,4792,7.2,0.23,0.38,14.3,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,6,White Wine
11380,1718,6.8,0.26,0.24,1.9,0.043,70.0,154.0,0.99273,3.18,0.52,10.5,5,White Wine
11393,1912,6.4,0.16,0.37,1.5,0.037,27.0,109.0,0.99345,3.38,0.5,9.8,6,White Wine
11394,5656,6.7,0.22,0.33,1.2,0.036,36.0,86.0,0.99058,3.1,0.76,11.4,6,White Wine
11403,2588,5.9,0.44,0.36,2.5,0.03,12.0,73.0,0.99201,3.22,0.48,10.8,6,White Wine
11428,2009,6.6,0.21,0.5,8.7,0.036,41.0,191.0,0.99294,2.96,0.56,11.0,6,White Wine
